id,年龄,每月补贴积分,自理能力,居住情况,性别,婚姻状况,留存天数,观察期最后一次购买日期,第一次,最后一次,花费积分总数,总次数,月均次数,次均积分,家政服务,精神慰藉,生活照料,医疗保健,最大消费积分数,购买概率,购买天数,时间间隔,用户流失,最后一次距离12/31天数
94,89,300,1,与子女同住,1,1,364,2020/1/8,2019/1/9,2021/12/27,3663.2,110,9.065934066,33.30181818,110,0,0,0,72,4.4,25,14.56,0,4
95,89,300,2, ,0,1,360,2020/1/22,2019/1/27,2021/12/8,3000,19,1.583333333,157.8947368,19,0,0,0,300,1,19,18.94736842,0,23
96,89,200,2, ,1,1,362,2020/1/20,2019/1/23,2021/12/16,2542,53,4.392265193,47.96226415,53,0,0,0,80,3.117647059,17,21.29411765,0,15
97,89,200,2,与子女同住,0,1,21,2020/1/9,2019/12/19,2021/12/4,426.2,8,8,53.275,8,0,0,0,125.1,4,2,10.5,0,27
98,89,200,3,与配偶及子女同住,0,1,143,2020/1/7,2019/8/17,2021/12/10,1152,12,2.517482517,96,12,0,0,0,120,2,6,23.83333333,0,21
99,89,400,3,与配偶及子女同住,0,1,451,2020/6/10,2019/3/17,2021/12/23,1402.4,36,2.394678492,38.95555556,36,0,0,0,70.4,4.5,8,56.375,0,8
100,89,200,1,与配偶及子女同住,0,1,369,2020/1/9,2019/1/5,2021/12/20,2550,50,4.06504065,51,49,0,1,0,80,2.272727273,22,16.77272727,0,11
101,89,200,2,偶居,1,1,8,2020/6/30,2020/6/22,2021/12/28,594,9,9,66,9,0,0,0,125,4.5,2,4,0,3
102,89,200,2,偶居,0,0,480,2020/6/20,2019/2/26,2021/12/30,2961,76,4.75,38.96052632,39,0,37,0,104,1.583333333,48,10,0,1
103,88,200,2,与子女同住,0,3,505,2020/6/15,2019/1/27,2021/12/17,2803.1,48,2.851485149,58.39791667,46,0,2,0,126,3.428571429,14,36.07142857,0,14
